,question,image_file,agentType,minmax_axis_normalized_error
1178,"On average, how much higher are ratings of Action movies from the 2000s compared to the 1990s?",movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.038666666666666655
1180,"On average, how much higher are ratings of Action movies from the 2000s compared to the 1990s?",movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.6878666666666667
1184,"On average, how much higher are ratings of Action movies from the 2000s compared to the 1990s?",movies_x1genre_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.0742222222222222
1185,"On average, how much higher are ratings of Action movies from the 2000s compared to the 1990s?",movies_x1genre_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.10293333333333335
1186,"On average, how much higher are ratings of Action movies from the 2000s compared to the 1990s?",movies_x1genre_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.1332
1187,"On average, how much higher are ratings of Action movies from the 2000s compared to the 1990s?",movies_x1genre_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.48933333333333334
1192,"On average, how much higher are ratings of Action movies from the 2000s compared to the 1990s?",movies_x1genre_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.40044444444444444
1193,"On average, how much higher are ratings of Action movies from the 2000s compared to the 1990s?",movies_x1genre_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.21653333333333333
1197,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetgenre_reorderalph_colorgrey20.png,GPT-4V,0.03573333333333333
1198,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetgenre_reorderalph_colorgrey20.png,Human/Math-2-1,0.3115555555555556
1199,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetgenre_reorderalph_colorgrey20.png,Human/Math-3,0.08
1200,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetgenre_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.137
1201,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetgenre_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.07881481481481481
1203,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetgenre_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.05953333333333333
1204,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetgenre_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.19180952380952382
1205,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetgenre_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.13822222222222222
1206,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetgenre_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.08433333333333333
1207,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetgenre_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.13533333333333333
1208,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetgenre_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.0040000000000000036
1209,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetgenre_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.7594074074074074
1210,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.19266666666666665
1211,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.12733333333333333
1212,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.11511111111111111
1213,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.11185185185185184
1214,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.14479999999999998
1216,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.3026666666666667
1217,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.25616666666666665
1218,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.06325925925925925
1219,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.09911111111111111
1220,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.05666666666666667
1222,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetdecade_reorderalph_colorgrey20.png,GPT-4V,0.1336
1223,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetdecade_reorderalph_colorgrey20.png,Human/Math-2-1,0.4034285714285714
1224,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetdecade_reorderalph_colorgrey20.png,Human/Math-3,0.18177777777777773
1225,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetdecade_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.06799999999999999
1226,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetdecade_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.5527407407407406
1227,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetdecade_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.036000000000000004
1228,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetdecade_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.916
1229,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.019533333333333337
1230,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.214
1231,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.04426666666666666
1232,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.0859047619047619
1233,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.1595
1234,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.11733333333333333
1235,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.8034666666666668
1236,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetnone_reorderalph_colorgrey20.png,GPT-4V,0.18933333333333333
1237,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.022666666666666665
1238,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.0031111111111111144
1239,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.13
1240,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.07306666666666665
1241,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.027333333333333334
1243,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetnone_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.021066666666666664
1244,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.15488888888888888
1245,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.03777777777777778
1246,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.058857142857142844
1247,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.07866666666666666
1248,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.051666666666666666
1249,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",movies_x1genre_facetnone_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.18266666666666667
1250,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetgrade_reorderalph_colorgrey20.png,GPT-4V,0.04466666666666669
1251,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetgrade_reorderalph_colorgrey20.png,Human/Math-2-1,0.05095238095238096
1252,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetgrade_reorderalph_colorgrey20.png,Human/Math-3,0.003000000000000019
1253,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetgrade_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.25050000000000006
1254,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetgrade_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.24250000000000002
1255,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetgrade_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.2497388888888889
1256,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetgrade_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.2461666666666667
1257,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.05316666666666668
1258,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.09861111111111111
1259,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.025
1260,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.24258333333333332
1261,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.24560416666666668
1262,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.24800000000000003
1263,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.23633333333333337
1264,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetnone_reorderalph_colorgrey20.png,GPT-4V,0.24800000000000003
1265,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.20459999999999998
1266,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.2004166666666667
1267,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.22874074074074077
1268,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.2514444444444444
1269,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.24506250000000002
1270,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetnone_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.23874074074074075
1271,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.24800000000000005
1272,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.2500555555555556
1273,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.40750000000000003
1274,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.2541111111111111
1275,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.2506111111111111
1276,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.2454
1277,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.23500000000000001
1278,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetclass_type_reorderalph_colorgrey20.png,GPT-4V,0.003000000000000019
1279,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetclass_type_reorderalph_colorgrey20.png,Human/Math-2-1,0.16216944444444445
1280,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetclass_type_reorderalph_colorgrey20.png,Human/Math-3,0.044399999999999995
1281,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetclass_type_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.24772222222222226
1282,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetclass_type_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.2161666666666667
1283,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetclass_type_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.2504928571428572
1284,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetclass_type_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.25003703703703706
1285,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetclass_type_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.07800000000000003
1286,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetclass_type_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.013888888888888888
1287,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetclass_type_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.0025833333333333524
1288,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetclass_type_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.2321666666666667
1289,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetclass_type_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.20766666666666667
1290,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetclass_type_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.24899375
1291,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetclass_type_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.24966666666666665
1292,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetnone_reorderalph_colorgrey20.png,GPT-4V,0.010733333333333348
1293,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.08033333333333331
1294,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.13128333333333334
1295,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.23000000000000004
1296,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.23966666666666667
1297,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.25059523809523815
1298,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetnone_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.2492037037037037
1299,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.09633333333333335
1300,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.07455555555555554
1301,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.11361666666666666
1302,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.23756666666666665
1303,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.23033333333333336
1304,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.24373333333333336
1305,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.25
1306,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetgrade_reorderalph_colorgrey20.png,GPT-4V,0.02468333333333334
1307,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetgrade_reorderalph_colorgrey20.png,Human/Math-2-1,0.041391666666666674
1308,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetgrade_reorderalph_colorgrey20.png,Human/Math-3,0.017072222222222228
1309,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetgrade_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.08406428571428572
1310,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetgrade_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.07935833333333334
1311,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetgrade_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.07985
1312,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetgrade_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.06646904761904762
1313,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.025725000000000005
1314,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.028805555555555556
1315,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.04385000000000001
1316,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.08517777777777778
1317,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.08081666666666668
1318,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.08497500000000001
1319,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.06885000000000001
1320,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetnone_reorderalph_colorgrey20.png,GPT-4V,0.06583333333333333
1321,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.15247666666666668
1322,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.20781666666666668
1323,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.09020185185185187
1324,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.08135
1325,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.071975
1326,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetnone_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.06885000000000001
1327,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.030080000000000003
1328,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.15795
1329,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.01797666666666667
1330,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.08327037037037038
1331,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.07660833333333333
1332,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.10781
1333,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.07118333333333335
1334,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1grade_facetclass_type_reorderalph_colorgrey20.png,GPT-4V,0.03496
1335,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",star_x1grade_facetclass_type_reorderalph_colorgrey20.png,Human/Math-2-1,0.20935833333333334
