,Unnamed: 0,question,correct_answer,image_file,image_link,task_category,chart_type,text_input_type,dataset,x1,num_bars,facet,num_facets,reorder,description,min_label,max_label
176,176,How much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?,0.05,race_x1state_facetsex_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1state_facetsex_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,race,state,3,sex,2,alph,"This data visualization is intended to show information about: marathon times of runners from different states across the United States. In this dataset, there are 2 reported genders “Men” and “Women” and 3 states spanning Virginia “VA), District Columbia (DC), and “Maryland (MD).",0,2.5
177,177,"On average, how much further do airlines travel when departing from Newark compared to JFK?",131.48,flights_x1carrier_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetnone_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,flights,carrier,4,none,1,large_to_small,"This data visualization is intended to show information about:  distances that different airline carriers travel when departing from different NYC Tri-State airports. In this dataset, there are 4 airline carriers called “United”, “Delta”, “JetBlue”, and “American” and 3 airports called “EWR”, “JFK”, and “LGA”.",0,2000.0
178,178,"On average, what is the distance traveled by flights departing from JFK?",1202.19,flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,flights,origin,3,carrier,4,large_to_small,"This data visualization is intended to show information about:  distances that different airline carriers travel when departing from different NYC Tri-State airports. In this dataset, there are 4 airline carriers called “United”, “Delta”, “JetBlue”, and “American” and 3 airports called “EWR”, “JFK”, and “LGA”.",0,2000.0
179,179,"On average, how much longer does it take women to complete the race relative to men? ",0.25,race_x1state_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1state_facetnone_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,race,state,3,none,1,large_to_small,"This data visualization is intended to show information about: marathon times of runners from different states across the United States. In this dataset, there are 2 reported genders “Men” and “Women” and 3 states spanning Virginia “VA), District Columbia (DC), and “Maryland (MD).",0,2.5
180,180,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",667.6,flights_x1carrier_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetnone_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,flights,carrier,4,none,1,large_to_small,"This data visualization is intended to show information about:  distances that different airline carriers travel when departing from different NYC Tri-State airports. In this dataset, there are 4 airline carriers called “United”, “Delta”, “JetBlue”, and “American” and 3 airports called “EWR”, “JFK”, and “LGA”.",0,2000.0
181,181,How much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?,0.05,race_x1sex_facetstate_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetstate_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,race,sex,2,state,3,alph,"This data visualization is intended to show information about: marathon times of runners from different states across the United States. In this dataset, there are 2 reported genders “Men” and “Women” and 3 states spanning Virginia “VA), District Columbia (DC), and “Maryland (MD).",0,2.5
182,182,"On average, how much further do American Airline flights departing from JFK travel compared to when they are departing from LaGuardia?",300.64,flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,flights,origin,3,carrier,4,large_to_small,"This data visualization is intended to show information about:  distances that different airline carriers travel when departing from different NYC Tri-State airports. In this dataset, there are 4 airline carriers called “United”, “Delta”, “JetBlue”, and “American” and 3 airports called “EWR”, “JFK”, and “LGA”.",0,2000.0
183,183,How much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?,0.05,race_x1state_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1state_facetnone_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,race,state,3,none,1,large_to_small,"This data visualization is intended to show information about: marathon times of runners from different states across the United States. In this dataset, there are 2 reported genders “Men” and “Women” and 3 states spanning Virginia “VA), District Columbia (DC), and “Maryland (MD).",0,2.5
184,184,"On average, how much further do American Airline flights departing from JFK travel compared to when they are departing from LaGuardia?",300.64,flights_x1origin_facetcarrier_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetcarrier_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,flights,origin,3,carrier,4,alph,"This data visualization is intended to show information about:  distances that different airline carriers travel when departing from different NYC Tri-State airports. In this dataset, there are 4 airline carriers called “United”, “Delta”, “JetBlue”, and “American” and 3 airports called “EWR”, “JFK”, and “LGA”.",0,2000.0
185,185,How much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?,0.05,race_x1sex_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetnone_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,race,sex,2,none,1,large_to_small,"This data visualization is intended to show information about: marathon times of runners from different states across the United States. In this dataset, there are 2 reported genders “Men” and “Women” and 3 states spanning Virginia “VA), District Columbia (DC), and “Maryland (MD).",0,2.5
186,186,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,663.54,flights_x1carrier_facetorigin_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetorigin_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,flights,carrier,4,origin,3,large_to_small,"This data visualization is intended to show information about:  distances that different airline carriers travel when departing from different NYC Tri-State airports. In this dataset, there are 4 airline carriers called “United”, “Delta”, “JetBlue”, and “American” and 3 airports called “EWR”, “JFK”, and “LGA”.",0,2000.0
187,187,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,663.54,flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,flights,origin,3,carrier,4,large_to_small,"This data visualization is intended to show information about:  distances that different airline carriers travel when departing from different NYC Tri-State airports. In this dataset, there are 4 airline carriers called “United”, “Delta”, “JetBlue”, and “American” and 3 airports called “EWR”, “JFK”, and “LGA”.",0,2000.0
188,188,"On average, how long does it take women from DC to complete the race?",1.75,race_x1state_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1state_facetnone_reorderalph_colorgrey20.png,retrieve_value,barchart,open_ended_question,race,state,3,none,1,alph,"This data visualization is intended to show information about: marathon times of runners from different states across the United States. In this dataset, there are 2 reported genders “Men” and “Women” and 3 states spanning Virginia “VA), District Columbia (DC), and “Maryland (MD).",0,2.5
189,189,"On average, how much further do American Airline flights departing from JFK travel compared to when they are departing from LaGuardia?",300.64,flights_x1carrier_facetorigin_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetorigin_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,flights,carrier,4,origin,3,large_to_small,"This data visualization is intended to show information about:  distances that different airline carriers travel when departing from different NYC Tri-State airports. In this dataset, there are 4 airline carriers called “United”, “Delta”, “JetBlue”, and “American” and 3 airports called “EWR”, “JFK”, and “LGA”.",0,2000.0
190,190,"On average, how much further do airlines travel when departing from Newark compared to JFK?",131.48,flights_x1origin_facetcarrier_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetcarrier_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,flights,origin,3,carrier,4,alph,"This data visualization is intended to show information about:  distances that different airline carriers travel when departing from different NYC Tri-State airports. In this dataset, there are 4 airline carriers called “United”, “Delta”, “JetBlue”, and “American” and 3 airports called “EWR”, “JFK”, and “LGA”.",0,2000.0
191,191,"Within women, how much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?",0.06,race_x1sex_facetstate_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetstate_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,race,sex,2,state,3,large_to_small,"This data visualization is intended to show information about: marathon times of runners from different states across the United States. In this dataset, there are 2 reported genders “Men” and “Women” and 3 states spanning Virginia “VA), District Columbia (DC), and “Maryland (MD).",0,2.5
192,192,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",667.6,flights_x1carrier_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetnone_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,flights,carrier,4,none,1,alph,"This data visualization is intended to show information about:  distances that different airline carriers travel when departing from different NYC Tri-State airports. In this dataset, there are 4 airline carriers called “United”, “Delta”, “JetBlue”, and “American” and 3 airports called “EWR”, “JFK”, and “LGA”.",0,2000.0
193,193,"Within women, how much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?",0.06,race_x1sex_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetnone_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,race,sex,2,none,1,large_to_small,"This data visualization is intended to show information about: marathon times of runners from different states across the United States. In this dataset, there are 2 reported genders “Men” and “Women” and 3 states spanning Virginia “VA), District Columbia (DC), and “Maryland (MD).",0,2.5
194,194,"Within women, how much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?",0.06,race_x1sex_facetstate_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetstate_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,race,sex,2,state,3,alph,"This data visualization is intended to show information about: marathon times of runners from different states across the United States. In this dataset, there are 2 reported genders “Men” and “Women” and 3 states spanning Virginia “VA), District Columbia (DC), and “Maryland (MD).",0,2.5
195,195,"Within women, how much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?",0.06,race_x1sex_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetnone_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,race,sex,2,none,1,alph,"This data visualization is intended to show information about: marathon times of runners from different states across the United States. In this dataset, there are 2 reported genders “Men” and “Women” and 3 states spanning Virginia “VA), District Columbia (DC), and “Maryland (MD).",0,2.5
196,196,"On average, what is the education level of people who report being pretty happy?",13.49,happiness_x1region_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1region_facetnone_reorderalph_colorgrey20.png,retrieve_value,barchart,open_ended_question,happiness,region,4,none,1,alph,"This data visualization is intended to show information about: education levels of people who report different levels of happiness across different regions of the United States. In this dataset, there are 3 levels of happiness categorized as “very happy”, “pretty happy”, and “not too happy” and 4 regions spanning the East Coast, Midwest, South, and West Coast.",0,20.0
197,197,"Within small classrooms, how much higher are reading scores between the grade with the highest score compared to the grade with the lowest score?",206.56,star_x1class_type_facetgrade_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetgrade_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,star,class_type,3,grade,4,alph,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
198,198,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",2.0,storms_x1status_facetname_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetname_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,storms,status,3,name,4,alph,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
199,199,"On average, how much higher are the injury severity levels of drivers compared to backseat passengers in the 1990s?",0.21,accidents_x1occRole_facetdecade_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetdecade_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,accidents,occRole,2,decade,2,alph,"This data visualization is intended to show information about: severity level of injuries reported for during car accidents across different decades. In this dataset, there are 2 reported injury types for “drivers” and “passengers” and 2 decades spanning the “1990s” and “2000s”.",0,6.0
200,200,"Within storms categorized as hurricanes, how many more miles per hour was the fastest storm compared to the slowest storm? ",12.08,storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,storms,name,4,none,1,large_to_small,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
201,201,"On average, what is injury severity level of drivers?",1.78,accidents_x1decade_facetoccRole_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetoccRole_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,accidents,decade,2,occRole,2,large_to_small,"This data visualization is intended to show information about: severity level of injuries reported for during car accidents across different decades. In this dataset, there are 2 reported injury types for “drivers” and “passengers” and 2 decades spanning the “1990s” and “2000s”.",0,6.0
202,202,"On average, how much higher are the injury severity levels of drivers compared to backseat passengers in the 1990s?",0.21,accidents_x1decade_facetoccRole_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetoccRole_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,accidents,decade,2,occRole,2,large_to_small,"This data visualization is intended to show information about: severity level of injuries reported for during car accidents across different decades. In this dataset, there are 2 reported injury types for “drivers” and “passengers” and 2 decades spanning the “1990s” and “2000s”.",0,6.0
203,203,"On average, how many miles per hour was Emily when categorized as a hurricane?",85.0,storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,storms,name,4,status,3,large_to_small,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
204,204,How many miles per hour faster was the fastest storm compared to the slowest storm?,21.61,storms_x1status_facetname_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetname_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,storms,status,3,name,4,alph,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
205,205,"On average, how much higher are the injury severity levels of drivers compared to backseat passengers in the 1990s?",0.21,accidents_x1decade_facetoccRole_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetoccRole_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,accidents,decade,2,occRole,2,alph,"This data visualization is intended to show information about: severity level of injuries reported for during car accidents across different decades. In this dataset, there are 2 reported injury types for “drivers” and “passengers” and 2 decades spanning the “1990s” and “2000s”.",0,6.0
206,206,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",0.96,accidents_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,accidents,decade,2,none,1,large_to_small,"This data visualization is intended to show information about: severity level of injuries reported for during car accidents across different decades. In this dataset, there are 2 reported injury types for “drivers” and “passengers” and 2 decades spanning the “1990s” and “2000s”.",0,6.0
207,207,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",151.8,star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,star,class_type,3,grade,4,large_to_small,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
208,208,How many miles per hour faster was the fastest storm compared to the slowest storm?,21.61,storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,storms,status,3,name,4,large_to_small,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
209,209,"On average, how many miles per hour are storms categorized as tropical storms?",43.82,storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,storms,status,3,name,4,large_to_small,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
210,210,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",56.29,storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,storms,status,3,name,4,large_to_small,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
211,211,"On average, what was the injury severity level of drivers in the 1990s?",1.71,accidents_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,accidents,decade,2,none,1,large_to_small,"This data visualization is intended to show information about: severity level of injuries reported for during car accidents across different decades. In this dataset, there are 2 reported injury types for “drivers” and “passengers” and 2 decades spanning the “1990s” and “2000s”.",0,6.0
212,212,How much higher is the injury severity level of accidents in the decade with the higher severity compared to the lower severity?,0.36,accidents_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,accidents,decade,2,none,1,large_to_small,"This data visualization is intended to show information about: severity level of injuries reported for during car accidents across different decades. In this dataset, there are 2 reported injury types for “drivers” and “passengers” and 2 decades spanning the “1990s” and “2000s”.",0,6.0
213,213,"Within storms categorized as hurricanes, how many more miles per hour was the fastest storm compared to the slowest storm? ",12.08,storms_x1status_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetnone_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,storms,status,3,none,1,alph,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
214,214,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",2.0,storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,storms,status,3,none,1,large_to_small,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
215,215,"On average, how many miles per hour are storms categorized as tropical storms?",43.82,storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,storms,name,4,none,1,large_to_small,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
216,216,"Within storms categorized as hurricanes, how many more miles per hour was the fastest storm compared to the slowest storm? ",12.08,storms_x1name_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetnone_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,storms,name,4,none,1,alph,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
217,217,"On average, how much higher are the injury severity levels of drivers compared to backseat passengers in the 1990s?",0.21,accidents_x1occRole_facetdecade_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetdecade_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,accidents,occRole,2,decade,2,large_to_small,"This data visualization is intended to show information about: severity level of injuries reported for during car accidents across different decades. In this dataset, there are 2 reported injury types for “drivers” and “passengers” and 2 decades spanning the “1990s” and “2000s”.",0,6.0
218,218,"On average, what is the reading score of 3rd graders who are in regular sized classrooms? ",573.0,star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,star,grade,4,none,1,large_to_small,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
219,219,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",51.31,star_x1class_type_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetnone_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,star,class_type,3,none,1,alph,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
220,220,"On average, what is injury severity level of drivers?",1.78,accidents_x1occRole_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetnone_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,accidents,occRole,2,none,1,large_to_small,"This data visualization is intended to show information about: severity level of injuries reported for during car accidents across different decades. In this dataset, there are 2 reported injury types for “drivers” and “passengers” and 2 decades spanning the “1990s” and “2000s”.",0,6.0
221,221,"On average, what is the reading score of students who are in regular-sized classrooms? ",492.11,star_x1class_type_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetnone_reorderalph_colorgrey20.png,retrieve_value,barchart,open_ended_question,star,class_type,3,none,1,alph,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
222,222,How much higher are reading scores between the grade with the highest scores compared to the grade with the lowest score?,199.19,star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,star,class_type,3,none,1,large_to_small,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
223,223,"On average, how much higher is the injury severity level of backseat passengers compared to drivers?",0.31,accidents_x1occRole_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetnone_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,accidents,occRole,2,none,1,large_to_small,"This data visualization is intended to show information about: severity level of injuries reported for during car accidents across different decades. In this dataset, there are 2 reported injury types for “drivers” and “passengers” and 2 decades spanning the “1990s” and “2000s”.",0,6.0
